"rules","support","confidence","lift","count"
"{mineral water,whole wheat rice} => {milk}",0.00506599120117318,0.251655629139073,1.94204616684381,38
"{chocolate,whole wheat rice} => {spaghetti}",0.00413278229569391,0.344444444444444,1.97831376552663,31
"{spaghetti,whole wheat rice} => {chocolate}",0.00413278229569391,0.292452830188679,1.78493790011821,31
"{spaghetti,whole wheat rice} => {mineral water}",0.00626583122250367,0.443396226415094,1.86013148452999,47
"{mineral water,whole wheat rice} => {spaghetti}",0.00626583122250367,0.311258278145695,1.78770929890571,47
"{escalope,french fries} => {chocolate}",0.00519930675909879,0.317073170731707,1.93520411200857,39
"{chocolate,escalope} => {french fries}",0.00519930675909879,0.295454545454545,1.7287086938023,39
"{chocolate,escalope} => {spaghetti}",0.00439941341154513,0.25,1.43587289433384,33
"{escalope,spaghetti} => {chocolate}",0.00439941341154513,0.314285714285714,1.9181913286063,33
"{chocolate,escalope} => {mineral water}",0.00559925343287562,0.318181818181818,1.33483323164531,42
"{escalope,mineral water} => {chocolate}",0.00559925343287562,0.328125,2.00265713995118,42
"{escalope,spaghetti} => {mineral water}",0.00479936008532196,0.342857142857143,1.43835091083413,36
"{escalope,mineral water} => {spaghetti}",0.00479936008532196,0.28125,1.61535700612557,36
"{frozen vegetables,turkey} => {mineral water}",0.00439941341154513,0.5,2.09759507829978,33
"{mineral water,turkey} => {frozen vegetables}",0.00439941341154513,0.229166666666667,2.40416666666667,33
"{milk,turkey} => {spaghetti}",0.00479936008532196,0.423529411764706,2.43253760922439,36
"{spaghetti,turkey} => {milk}",0.00479936008532196,0.290322580645161,2.24044205495818,36
"{milk,turkey} => {mineral water}",0.00613251566457806,0.541176470588235,2.27033820239505,46
"{mineral water,turkey} => {milk}",0.00613251566457806,0.319444444444444,2.46517775491541,46
"{chocolate,turkey} => {mineral water}",0.00413278229569391,0.364705882352941,1.53001052770101,31
"{mineral water,turkey} => {chocolate}",0.00413278229569391,0.215277777777778,1.31391262092035,31
"{eggs,turkey} => {spaghetti}",0.00519930675909879,0.267123287671233,1.53422035284986,39
"{spaghetti,turkey} => {eggs}",0.00519930675909879,0.314516129032258,1.75013759931081,39
"{eggs,turkey} => {mineral water}",0.00559925343287562,0.287671232876712,1.20683552450124,42
"{mineral water,turkey} => {eggs}",0.00559925343287562,0.291666666666667,1.62299085064293,42
"{spaghetti,turkey} => {mineral water}",0.00639914678042928,0.387096774193548,1.62394457674821,48
"{mineral water,turkey} => {spaghetti}",0.00639914678042928,0.333333333333333,1.91449719244512,48
"{chicken,pancakes} => {mineral water}",0.00479936008532196,0.529411764705882,2.22098302408212,36
"{chicken,mineral water} => {pancakes}",0.00479936008532196,0.210526315789474,2.21480770650328,36
"{chicken,ground beef} => {spaghetti}",0.00479936008532196,0.507042253521127,2.91219291245174,36
"{chicken,spaghetti} => {ground beef}",0.00479936008532196,0.27906976744186,2.84030166293269,36
"{chicken,milk} => {chocolate}",0.00453272896947074,0.306306306306306,1.86949032026331,34
"{chicken,chocolate} => {milk}",0.00453272896947074,0.309090909090909,2.38527871305649,34
"{chicken,milk} => {eggs}",0.00413278229569391,0.279279279279279,1.55406073729516,31
"{chicken,eggs} => {milk}",0.00413278229569391,0.287037037037037,2.21508725803993,31
"{chicken,milk} => {spaghetti}",0.00546593787495001,0.369369369369369,2.12146986189865,41
"{chicken,spaghetti} => {milk}",0.00546593787495001,0.317829457364341,2.45271477334354,41
"{chicken,milk} => {mineral water}",0.0066657778962805,0.45045045045045,1.88972529576556,50
"{chicken,mineral water} => {milk}",0.0066657778962805,0.292397660818713,2.25645561090655,50
"{chicken,french fries} => {mineral water}",0.00426609785361952,0.385542168674699,1.61742271097814,32
"{chicken,chocolate} => {spaghetti}",0.00426609785361952,0.290909090909091,1.67083391340665,32
"{chicken,spaghetti} => {chocolate}",0.00426609785361952,0.248062015503876,1.51400584076043,32
"{chicken,chocolate} => {mineral water}",0.00759898680175977,0.518181818181818,2.17387126296522,57
"{chicken,mineral water} => {chocolate}",0.00759898680175977,0.333333333333333,2.03444534852183,57
"{chicken,eggs} => {spaghetti}",0.00413278229569391,0.287037037037037,1.64859480460552,31
"{chicken,spaghetti} => {eggs}",0.00413278229569391,0.24031007751938,1.33721505302142,31
"{chicken,eggs} => {mineral water}",0.00519930675909879,0.361111111111111,1.51492977877206,39
"{chicken,mineral water} => {eggs}",0.00519930675909879,0.228070175438596,1.26910562757041,39
"{chicken,spaghetti} => {mineral water}",0.00693240901213172,0.403100775193798,1.69108440421067,52
"{chicken,mineral water} => {spaghetti}",0.00693240901213172,0.304093567251462,1.74655884223064,52
"{frozen smoothie,frozen vegetables} => {spaghetti}",0.00413278229569391,0.413333333333333,2.37397651863196,31
"{frozen smoothie,spaghetti} => {frozen vegetables}",0.00413278229569391,0.264957264957265,2.77964257964258,31
"{frozen smoothie,milk} => {chocolate}",0.00413278229569391,0.289719626168224,1.76825623750029,31
"{chocolate,frozen smoothie} => {milk}",0.00413278229569391,0.276785714285714,2.13597699882422,31
"{frozen smoothie,milk} => {spaghetti}",0.00559925343287562,0.392523364485981,2.25445463783258,42
"{frozen smoothie,spaghetti} => {milk}",0.00559925343287562,0.358974358974359,2.77023319615912,42
"{frozen smoothie,milk} => {mineral water}",0.00613251566457806,0.429906542056075,1.8035396934914,46
"{frozen smoothie,mineral water} => {milk}",0.00613251566457806,0.302631578947368,2.33543155728828,46
"{chocolate,frozen smoothie} => {spaghetti}",0.00466604452739635,0.3125,1.7948411179173,35
"{frozen smoothie,spaghetti} => {chocolate}",0.00466604452739635,0.299145299145299,1.82578428713498,35
"{chocolate,frozen smoothie} => {mineral water}",0.00506599120117318,0.339285714285714,1.42336808884628,38
"{frozen smoothie,mineral water} => {chocolate}",0.00506599120117318,0.25,1.52583401139138,38
"{eggs,frozen smoothie} => {mineral water}",0.00413278229569391,0.373493975903614,1.56687825126007,31
"{frozen smoothie,mineral water} => {eggs}",0.00413278229569391,0.203947368421053,1.13487330157739,31
"{frozen smoothie,spaghetti} => {mineral water}",0.00679909345420611,0.435897435897436,1.82867263236391,51
"{frozen smoothie,mineral water} => {spaghetti}",0.00679909345420611,0.335526315789474,1.92709256871121,51
"{low fat yogurt,pancakes} => {mineral water}",0.00426609785361952,0.450704225352113,1.89078992973501,32
"{frozen vegetables,low fat yogurt} => {mineral water}",0.00453272896947074,0.447368421052632,1.87679559637348,34
"{ground beef,low fat yogurt} => {mineral water}",0.00479936008532196,0.5,2.09759507829978,36
"{low fat yogurt,mineral water} => {ground beef}",0.00479936008532196,0.2,2.03554952510176,36
"{low fat yogurt,milk} => {spaghetti}",0.00439941341154513,0.333333333333333,1.91449719244512,33
"{low fat yogurt,spaghetti} => {milk}",0.00439941341154513,0.289473684210526,2.23389105479749,33
"{low fat yogurt,milk} => {mineral water}",0.00479936008532196,0.363636363636364,1.52552369330893,36
"{low fat yogurt,mineral water} => {milk}",0.00479936008532196,0.2,1.54341563786008,36
"{chocolate,low fat yogurt} => {mineral water}",0.00573256899080123,0.387387387387387,1.62516375435839,43
"{low fat yogurt,mineral water} => {chocolate}",0.00573256899080123,0.238888888888889,1.45801916644065,43
"{eggs,low fat yogurt} => {mineral water}",0.00613251566457806,0.365079365079365,1.53157735875857,46
"{low fat yogurt,mineral water} => {eggs}",0.00613251566457806,0.255555555555556,1.42204912627761,46
"{low fat yogurt,spaghetti} => {mineral water}",0.00559925343287562,0.368421052631579,1.54559637348405,42
"{low fat yogurt,mineral water} => {spaghetti}",0.00559925343287562,0.233333333333333,1.34014803471159,42
"{olive oil,tomatoes} => {spaghetti}",0.00439941341154513,0.611111111111111,3.50991151948273,33
"{spaghetti,tomatoes} => {olive oil}",0.00439941341154513,0.210191082802548,3.19158565202816,33
"{olive oil,tomatoes} => {mineral water}",0.00413278229569391,0.574074074074074,2.40834990471456,31
"{pancakes,tomatoes} => {mineral water}",0.00466604452739635,0.472972972972973,1.98421156055384,35
"{frozen vegetables,tomatoes} => {milk}",0.00413278229569391,0.256198347107438,1.97710267659763,31
"{milk,tomatoes} => {frozen vegetables}",0.00413278229569391,0.295238095238095,3.09731601731602,31
"{frozen vegetables,tomatoes} => {spaghetti}",0.0066657778962805,0.413223140495868,2.37334362699809,50
"{spaghetti,tomatoes} => {frozen vegetables}",0.0066657778962805,0.318471337579618,3.34105385060799,50
"{frozen vegetables,spaghetti} => {tomatoes}",0.0066657778962805,0.239234449760766,3.49804601882164,50
"{frozen vegetables,tomatoes} => {mineral water}",0.00586588454872684,0.363636363636364,1.52552369330893,44
"{mineral water,tomatoes} => {frozen vegetables}",0.00586588454872684,0.240437158469945,2.5224043715847,44
"{ground beef,tomatoes} => {spaghetti}",0.00559925343287562,0.477272727272727,2.74121188918279,42
"{spaghetti,tomatoes} => {ground beef}",0.00559925343287562,0.267515923566879,2.7227095558686,42
"{ground beef,tomatoes} => {mineral water}",0.00546593787495001,0.465909090909091,1.95457723205206,41
"{mineral water,tomatoes} => {ground beef}",0.00546593787495001,0.224043715846995,2.28026039697192,41
"{milk,tomatoes} => {spaghetti}",0.00586588454872684,0.419047619047619,2.40679647050244,44
"{spaghetti,tomatoes} => {milk}",0.00586588454872684,0.280254777070064,2.16274802757464,44
"{milk,tomatoes} => {mineral water}",0.00653246233835489,0.466666666666667,1.95775540641312,49
"{mineral water,tomatoes} => {milk}",0.00653246233835489,0.26775956284153,2.06632148238098,49
"{chocolate,tomatoes} => {spaghetti}",0.00493267564324757,0.352380952380952,2.02389703201342,37
"{spaghetti,tomatoes} => {chocolate}",0.00493267564324757,0.235668789808917,1.43836581965556,37
"{chocolate,tomatoes} => {mineral water}",0.00573256899080123,0.40952380952381,1.71803025460744,43
"{mineral water,tomatoes} => {chocolate}",0.00573256899080123,0.234972677595628,1.43411721289244,43
"{eggs,tomatoes} => {mineral water}",0.00506599120117318,0.41304347826087,1.73279593424764,38
"{mineral water,tomatoes} => {eggs}",0.00506599120117318,0.207650273224044,1.15547826368958,38
"{spaghetti,tomatoes} => {mineral water}",0.00933208905479269,0.445859872611465,1.87046694880235,70
"{mineral water,tomatoes} => {spaghetti}",0.00933208905479269,0.382513661202186,2.19696399133047,70
"{olive oil,shrimp} => {mineral water}",0.00453272896947074,0.557377049180328,2.33830271023582,34
"{olive oil,pancakes} => {spaghetti}",0.00506599120117318,0.469135802469136,2.69447753010795,38
"{olive oil,spaghetti} => {pancakes}",0.00506599120117318,0.22093023255814,2.32426041292932,38
"{pancakes,spaghetti} => {olive oil}",0.00506599120117318,0.201058201058201,3.05291005291005,38
"{olive oil,pancakes} => {mineral water}",0.00466604452739635,0.432098765432099,1.81273648741956,35
"{frozen vegetables,olive oil} => {milk}",0.00479936008532196,0.423529411764706,3.26840958605665,36
"{milk,olive oil} => {frozen vegetables}",0.00479936008532196,0.28125,2.95056818181818,36
"{frozen vegetables,milk} => {olive oil}",0.00479936008532196,0.203389830508475,3.08831400535236,36
"{frozen vegetables,olive oil} => {spaghetti}",0.00573256899080123,0.505882352941176,2.90553103324025,43
"{olive oil,spaghetti} => {frozen vegetables}",0.00573256899080123,0.25,2.62272727272727,43
"{frozen vegetables,spaghetti} => {olive oil}",0.00573256899080123,0.205741626794258,3.12402417527071,43
"{frozen vegetables,olive oil} => {mineral water}",0.00653246233835489,0.576470588235294,2.41840373733386,49
"{mineral water,olive oil} => {frozen vegetables}",0.00653246233835489,0.236714975845411,2.48335529205094,49
"{ground beef,olive oil} => {milk}",0.00493267564324757,0.349056603773585,2.69369710381241,37
"{milk,olive oil} => {ground beef}",0.00493267564324757,0.2890625,2.94200517299864,37
"{ground beef,milk} => {olive oil}",0.00493267564324757,0.224242424242424,3.40494417862839,37
"{ground beef,olive oil} => {spaghetti}",0.00613251566457806,0.433962264150943,2.49245860903233,46
"{olive oil,spaghetti} => {ground beef}",0.00613251566457806,0.267441860465116,2.7219557603105,46
"{ground beef,olive oil} => {mineral water}",0.0066657778962805,0.471698113207547,1.97886328141488,50
"{mineral water,olive oil} => {ground beef}",0.0066657778962805,0.241545893719807,2.45839314625817,50
"{green tea,olive oil} => {spaghetti}",0.00453272896947074,0.453333333333333,2.60371618172537,34
"{green tea,olive oil} => {mineral water}",0.00426609785361952,0.426666666666667,1.78994780014914,32
"{milk,olive oil} => {chocolate}",0.00519930675909879,0.3046875,1.85961020138324,39
"{chocolate,olive oil} => {milk}",0.00519930675909879,0.317073170731707,2.44687845026598,39
"{milk,olive oil} => {spaghetti}",0.00719904012798294,0.421875,2.42303550918836,54
"{olive oil,spaghetti} => {milk}",0.00719904012798294,0.313953488372093,2.42280361757106,54
"{milk,spaghetti} => {olive oil}",0.00719904012798294,0.203007518796992,3.08250890383854,54
"{milk,olive oil} => {mineral water}",0.00853219570723903,0.5,2.09759507829978,64
"{mineral water,olive oil} => {milk}",0.00853219570723903,0.309178743961353,2.38595654161945,64
"{chocolate,olive oil} => {spaghetti}",0.00706572457005733,0.430894308943089,2.47483783413638,53
"{olive oil,spaghetti} => {chocolate}",0.00706572457005733,0.308139534883721,1.8806791303196,53
"{chocolate,olive oil} => {mineral water}",0.00826556459138782,0.504065040650406,2.11464869682254,62
"{mineral water,olive oil} => {chocolate}",0.00826556459138782,0.29951690821256,1.82805234215005,62
"{eggs,olive oil} => {spaghetti}",0.00506599120117318,0.422222222222222,2.42502977709716,38
"{olive oil,spaghetti} => {eggs}",0.00506599120117318,0.22093023255814,1.22937512939066,38
"{eggs,olive oil} => {mineral water}",0.00586588454872684,0.488888888888889,2.05098185433756,44
"{mineral water,olive oil} => {eggs}",0.00586588454872684,0.21256038647343,1.18280078556172,44
"{olive oil,spaghetti} => {mineral water}",0.010265297960272,0.447674418604651,1.87807931429166,77
"{mineral water,olive oil} => {spaghetti}",0.010265297960272,0.371980676328502,2.13646788142427,77
"{pancakes,shrimp} => {mineral water}",0.00453272896947074,0.430379746835443,1.80552487752386,34
"{frozen vegetables,shrimp} => {milk}",0.00466604452739635,0.28,2.16078189300412,35
"{milk,shrimp} => {frozen vegetables}",0.00466604452739635,0.265151515151515,2.78168044077135,35
"{frozen vegetables,shrimp} => {chocolate}",0.0053326223170244,0.32,1.95306753458096,40
"{chocolate,shrimp} => {frozen vegetables}",0.0053326223170244,0.296296296296296,3.10841750841751,40
"{chocolate,frozen vegetables} => {shrimp}",0.0053326223170244,0.232558139534884,3.25451232211038,40
"{frozen vegetables,shrimp} => {spaghetti}",0.00599920010665245,0.36,2.06765696784074,45
"{shrimp,spaghetti} => {frozen vegetables}",0.00599920010665245,0.283018867924528,2.96912521440823,45
"{frozen vegetables,spaghetti} => {shrimp}",0.00599920010665245,0.215311004784689,3.01314896807827,45
"{frozen vegetables,shrimp} => {mineral water}",0.00719904012798294,0.432,1.81232214765101,54
"{mineral water,shrimp} => {frozen vegetables}",0.00719904012798294,0.305084745762712,3.20061633281972,54
"{frozen vegetables,mineral water} => {shrimp}",0.00719904012798294,0.201492537313433,2.81976776564936,54
"{ground beef,shrimp} => {spaghetti}",0.00599920010665245,0.523255813953488,3.00531536023363,45
"{shrimp,spaghetti} => {ground beef}",0.00599920010665245,0.283018867924528,2.88049461099306,45
"{ground beef,shrimp} => {mineral water}",0.00506599120117318,0.441860465116279,1.85368867384631,38
"{mineral water,shrimp} => {ground beef}",0.00506599120117318,0.214689265536723,2.18505316253862,38
"{milk,shrimp} => {chocolate}",0.00546593787495001,0.310606060606061,1.89573316566807,41
"{chocolate,shrimp} => {milk}",0.00546593787495001,0.303703703703704,2.34370522786161,41
"{milk,shrimp} => {eggs}",0.00426609785361952,0.242424242424242,1.34897940832659,32
"{eggs,shrimp} => {milk}",0.00426609785361952,0.30188679245283,2.3296839816756,32
"{milk,shrimp} => {spaghetti}",0.00493267564324757,0.28030303030303,1.60991809364704,37
"{shrimp,spaghetti} => {milk}",0.00493267564324757,0.232704402515723,1.79579806920827,37
"{milk,shrimp} => {mineral water}",0.00786561791761099,0.446969696969697,1.87512287302556,59
"{mineral water,shrimp} => {milk}",0.00786561791761099,0.333333333333333,2.57235939643347,59
"{chocolate,shrimp} => {spaghetti}",0.00639914678042928,0.355555555555556,2.04213033860813,48
"{shrimp,spaghetti} => {chocolate}",0.00639914678042928,0.30188679245283,1.84251654205751,48
"{chocolate,shrimp} => {mineral water}",0.00759898680175977,0.422222222222222,1.77130251056426,57
"{mineral water,shrimp} => {chocolate}",0.00759898680175977,0.322033898305085,1.9654810994194,57
"{eggs,shrimp} => {mineral water}",0.00519930675909879,0.367924528301887,1.54351335950361,39
"{mineral water,shrimp} => {eggs}",0.00519930675909879,0.220338983050847,1.22608509782226,39
"{shrimp,spaghetti} => {mineral water}",0.00853219570723903,0.40251572327044,1.6886300001407,64
"{mineral water,shrimp} => {spaghetti}",0.00853219570723903,0.361581920903955,2.07674271722861,64
"{burgers,cake} => {mineral water}",0.00479936008532196,0.418604651162791,1.75612611206493,36
"{cake,pancakes} => {spaghetti}",0.00413278229569391,0.348314606741573,2.00054201008311,31
"{cake,spaghetti} => {pancakes}",0.00413278229569391,0.227941176470588,2.3980179028133,31
"{cake,pancakes} => {mineral water}",0.00413278229569391,0.348314606741573,1.46124600960209,31
"{cake,frozen vegetables} => {mineral water}",0.00479936008532196,0.467532467532468,1.96138760568291,36
"{cake,green tea} => {french fries}",0.00439941341154513,0.311320754716981,1.8215421069673,33
"{cake,french fries} => {green tea}",0.00439941341154513,0.246268656716418,1.8640375318162,33
"{cake,green tea} => {mineral water}",0.00413278229569391,0.292452830188679,1.22689523447723,31
"{cake,milk} => {eggs}",0.00413278229569391,0.31,1.72500741839763,31
"{cake,eggs} => {milk}",0.00413278229569391,0.216783216783217,1.67293303404415,31
"{cake,milk} => {spaghetti}",0.00413278229569391,0.31,1.78048238897397,31
"{cake,spaghetti} => {milk}",0.00413278229569391,0.227941176470588,1.75903988138465,31
"{cake,milk} => {mineral water}",0.00639914678042928,0.48,2.01369127516779,48
"{cake,mineral water} => {milk}",0.00639914678042928,0.233009708737864,1.79815414119621,48
"{cake,french fries} => {eggs}",0.00453272896947074,0.253731343283582,1.41189822401346,34
"{cake,eggs} => {french fries}",0.00453272896947074,0.237762237762238,1.3911501914622,34
"{cake,french fries} => {mineral water}",0.00639914678042928,0.358208955223881,1.50275468296103,48
"{cake,mineral water} => {french fries}",0.00639914678042928,0.233009708737864,1.36334307741242,48
"{cake,chocolate} => {eggs}",0.00426609785361952,0.313725490196078,1.74573805783441,32
"{cake,eggs} => {chocolate}",0.00426609785361952,0.223776223776224,1.36578149271396,32
"{cake,chocolate} => {spaghetti}",0.00519930675909879,0.382352941176471,2.19604089721647,39
"{cake,spaghetti} => {chocolate}",0.00519930675909879,0.286764705882353,1.75022136600775,39
"{cake,chocolate} => {mineral water}",0.00559925343287562,0.411764705882353,1.72743124095276,42
"{cake,mineral water} => {chocolate}",0.00559925343287562,0.203883495145631,1.24436948501821,42
"{cake,eggs} => {spaghetti}",0.00479936008532196,0.251748251748252,1.44591396352499,36
"{cake,spaghetti} => {eggs}",0.00479936008532196,0.264705882352941,1.47296648629778,36
"{cake,eggs} => {mineral water}",0.00719904012798294,0.377622377622378,1.58419768151312,54
"{cake,mineral water} => {eggs}",0.00719904012798294,0.262135922330097,1.45866584079975,54
"{cake,spaghetti} => {mineral water}",0.00706572457005733,0.389705882352941,1.634890281616,53
"{cake,mineral water} => {spaghetti}",0.00706572457005733,0.257281553398058,1.47769443494551,53
"{burgers,pancakes} => {eggs}",0.00413278229569391,0.392405063291139,2.18355369417421,31
"{burgers,pancakes} => {spaghetti}",0.00439941341154513,0.417721518987342,2.39918002597554,33
"{burgers,spaghetti} => {pancakes}",0.00439941341154513,0.204968944099379,2.15634228567944,33
"{burgers,frozen vegetables} => {mineral water}",0.00493267564324757,0.468354430379747,1.9648358961289,37
"{burgers,mineral water} => {frozen vegetables}",0.00493267564324757,0.202185792349727,2.12111276701441,37
"{burgers,ground beef} => {milk}",0.00413278229569391,0.344444444444444,2.65810470964792,31
"{burgers,milk} => {ground beef}",0.00413278229569391,0.23134328358209,2.35455355515503,31
"{burgers,ground beef} => {spaghetti}",0.00546593787495001,0.455555555555556,2.61647949634167,41
"{burgers,spaghetti} => {ground beef}",0.00546593787495001,0.254658385093168,2.5918487741979,41
"{burgers,ground beef} => {mineral water}",0.0053326223170244,0.444444444444444,1.86452895848869,40
"{burgers,mineral water} => {ground beef}",0.0053326223170244,0.218579234972678,2.2246442897287,40
"{burgers,green tea} => {french fries}",0.00546593787495001,0.312977099236641,1.83123340200784,41
"{burgers,french fries} => {green tea}",0.00546593787495001,0.248484848484848,1.880812157906,41
"{burgers,green tea} => {eggs}",0.00599920010665245,0.343511450381679,1.91148322649331,45
"{burgers,eggs} => {green tea}",0.00599920010665245,0.208333333333333,1.57690043726875,45
"{eggs,green tea} => {burgers}",0.00599920010665245,0.235602094240838,2.70221912675921,45
"{burgers,green tea} => {spaghetti}",0.00479936008532196,0.274809160305344,1.57836409758835,36
"{burgers,spaghetti} => {green tea}",0.00479936008532196,0.22360248447205,1.6924745065841,36
"{burgers,milk} => {french fries}",0.00559925343287562,0.313432835820896,1.83389992316111,42
"{burgers,french fries} => {milk}",0.00559925343287562,0.254545454545455,1.96434717545829,42
"{french fries,milk} => {burgers}",0.00559925343287562,0.235955056179775,2.70626739511391,42
"{burgers,milk} => {chocolate}",0.00546593787495001,0.305970149253731,1.86743864080735,41
"{burgers,chocolate} => {milk}",0.00546593787495001,0.3203125,2.47187660751029,41
"{burgers,milk} => {eggs}",0.0053326223170244,0.298507462686567,1.66105673413349,40
"{burgers,milk} => {spaghetti}",0.00639914678042928,0.358208955223881,2.05737011725446,48
"{burgers,spaghetti} => {milk}",0.00639914678042928,0.298136645962733,2.30074380799018,48
"{burgers,milk} => {mineral water}",0.00693240901213172,0.388059701492537,1.62798423987445,52
"{burgers,mineral water} => {milk}",0.00693240901213172,0.284153005464481,2.19283096089411,52
"{burgers,french fries} => {chocolate}",0.00479936008532196,0.218181818181818,1.33163695539611,36
"{burgers,chocolate} => {french fries}",0.00479936008532196,0.28125,1.64559769890796,36
"{burgers,french fries} => {eggs}",0.00906545793894147,0.412121212121212,2.2932649941552,68
"{burgers,eggs} => {french fries}",0.00906545793894147,0.314814814814815,1.84198590165829,68
"{eggs,french fries} => {burgers}",0.00906545793894147,0.249084249084249,2.85685160914519,68
"{burgers,french fries} => {spaghetti}",0.00559925343287562,0.254545454545455,1.46197967423082,42
"{burgers,spaghetti} => {french fries}",0.00559925343287562,0.260869565217391,1.52635148884216,42
"{french fries,spaghetti} => {burgers}",0.00559925343287562,0.202898550724638,2.32712848468732,42
"{burgers,french fries} => {mineral water}",0.00519930675909879,0.236363636363636,0.991590400650803,39
"{burgers,mineral water} => {french fries}",0.00519930675909879,0.213114754098361,1.24693741848035,39
"{burgers,chocolate} => {eggs}",0.00546593787495001,0.3203125,1.78239173775964,41
"{burgers,chocolate} => {spaghetti}",0.00639914678042928,0.375,2.15380934150077,48
"{burgers,spaghetti} => {chocolate}",0.00639914678042928,0.298136645962733,1.81962813780835,48
"{burgers,chocolate} => {mineral water}",0.00573256899080123,0.3359375,1.40932169323266,43
"{burgers,mineral water} => {chocolate}",0.00573256899080123,0.234972677595628,1.43411721289244,43
"{burgers,eggs} => {spaghetti}",0.00719904012798294,0.25,1.43587289433384,54
"{burgers,spaghetti} => {eggs}",0.00719904012798294,0.335403726708075,1.86636747332141,54
"{burgers,eggs} => {mineral water}",0.00786561791761099,0.273148148148148,1.14590842240451,59
"{burgers,mineral water} => {eggs}",0.00786561791761099,0.322404371584699,1.79403204099171,59
"{burgers,spaghetti} => {mineral water}",0.00653246233835489,0.304347826086957,1.27679700418247,49
"{burgers,mineral water} => {spaghetti}",0.00653246233835489,0.26775956284153,1.53787479393133,49
"{frozen vegetables,pancakes} => {spaghetti}",0.00439941341154513,0.326732673267327,1.87658635695116,33
"{frozen vegetables,pancakes} => {mineral water}",0.00613251566457806,0.455445544554455,1.91068066538197,46
"{ground beef,pancakes} => {spaghetti}",0.00639914678042928,0.440366972477064,2.5292439973587,48
"{pancakes,spaghetti} => {ground beef}",0.00639914678042928,0.253968253968254,2.58482479378002,48
"{ground beef,pancakes} => {mineral water}",0.00746567124383416,0.513761467889908,2.15532705293188,56
"{mineral water,pancakes} => {ground beef}",0.00746567124383416,0.221343873517787,2.25278208311658,56
"{green tea,pancakes} => {french fries}",0.00453272896947074,0.276422764227642,1.61735347462679,34
"{french fries,pancakes} => {green tea}",0.00453272896947074,0.225165562913907,1.70430563816066,34
"{green tea,pancakes} => {chocolate}",0.00426609785361952,0.260162601626016,1.58785978421216,32
"{chocolate,pancakes} => {green tea}",0.00426609785361952,0.214765100671141,1.62558326956027,32
"{green tea,pancakes} => {spaghetti}",0.00493267564324757,0.300813008130081,1.72771697854804,37
"{green tea,pancakes} => {mineral water}",0.00573256899080123,0.349593495934959,1.46661119295757,43
"{milk,pancakes} => {chocolate}",0.00479936008532196,0.290322580645161,1.77193627129321,36
"{chocolate,pancakes} => {milk}",0.00479936008532196,0.241610738255034,1.86452895848869,36
"{milk,pancakes} => {eggs}",0.00466604452739635,0.282258064516129,1.5706363070738,35
"{eggs,pancakes} => {milk}",0.00466604452739635,0.214723926380368,1.65704132899089,35
"{milk,pancakes} => {spaghetti}",0.00493267564324757,0.298387096774194,1.71378377710814,37
"{milk,pancakes} => {mineral water}",0.00786561791761099,0.475806451612903,1.99609854225301,59
"{mineral water,pancakes} => {milk}",0.00786561791761099,0.233201581027668,1.79963483465899,59
"{french fries,pancakes} => {chocolate}",0.00546593787495001,0.271523178807947,1.65719720442507,41
"{chocolate,pancakes} => {french fries}",0.00546593787495001,0.275167785234899,1.61001057491964,41
"{french fries,pancakes} => {eggs}",0.00479936008532196,0.23841059602649,1.32664531216224,36
"{eggs,pancakes} => {french fries}",0.00479936008532196,0.220858895705521,1.29224849975594,36
"{french fries,pancakes} => {spaghetti}",0.00573256899080123,0.28476821192053,1.63556382665842,43
"{pancakes,spaghetti} => {french fries}",0.00573256899080123,0.227513227513228,1.33118308859338,43
"{french fries,spaghetti} => {pancakes}",0.00573256899080123,0.207729468599034,2.18538393262462,43
"{french fries,pancakes} => {mineral water}",0.00653246233835489,0.324503311258278,1.36135309717469,49
"{chocolate,pancakes} => {eggs}",0.00559925343287562,0.281879194630872,1.56852807042001,42
"{eggs,pancakes} => {chocolate}",0.00559925343287562,0.257668711656442,1.57263873566718,42
"{chocolate,pancakes} => {spaghetti}",0.00679909345420611,0.342281879194631,1.96589309022889,51
"{pancakes,spaghetti} => {chocolate}",0.00679909345420611,0.26984126984127,1.64693194880339,51
"{chocolate,pancakes} => {mineral water}",0.00933208905479269,0.469798657718121,1.97089470444274,70
"{mineral water,pancakes} => {chocolate}",0.00933208905479269,0.276679841897233,1.68867005213275,70
"{eggs,pancakes} => {spaghetti}",0.0066657778962805,0.306748466257669,1.76180723231146,50
"{pancakes,spaghetti} => {eggs}",0.0066657778962805,0.264550264550265,1.47210054480084,50
"{eggs,pancakes} => {mineral water}",0.00786561791761099,0.361963190184049,1.51850441251149,59
"{mineral water,pancakes} => {eggs}",0.00786561791761099,0.233201581027668,1.29765953953156,59
"{pancakes,spaghetti} => {mineral water}",0.0114651379816025,0.455026455026455,1.90892250511937,86
"{mineral water,pancakes} => {spaghetti}",0.0114651379816025,0.339920948616601,1.9523331053393,86
"{frozen vegetables,ground beef} => {milk}",0.00573256899080123,0.338582677165354,2.6128689932277,43
"{frozen vegetables,milk} => {ground beef}",0.00573256899080123,0.242937853107345,2.47256015760949,43
"{ground beef,milk} => {frozen vegetables}",0.00573256899080123,0.260606060606061,2.73399449035813,43
"{frozen vegetables,ground beef} => {chocolate}",0.00573256899080123,0.338582677165354,2.06648385794737,43
